START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Days,Gender,Status ,Rider Age,Fare,Ride_Duration
3/4/2016 16:16,3/4/2016 16:22,Business,Dallas Downtown,Depot Historic District,0.8,Errand/Supplies,WEEKEND,Female,On-time,28,40,30
3/4/2016 16:43,3/4/2016 17:12,Business,Chicago Downtown,Chicago Downtown,13.5,Meeting,WEEKEND,Female,On-time,64,4,30
3/4/2016 19:02,3/4/2016 19:08,Business,Chicago Downtown,Chicago Suburb,1.9,Temporary Site,WEEKDAY,Female,On-time,72,12,30
3/4/2016 19:16,3/4/2016 19:25,Business,Chicago Suburb,Chicago Downtown,2,Meal/Entertain,WEEKDAY,Female,On-time,29,8,18
3/5/2016 11:44,3/5/2016 11:59,Business,Chicago Downtown,Chicago Suburb,6.5,Meal/Entertain,WEEKDAY,Female,On-time,70,20,30
3/5/2016 12:57,3/5/2016 13:12,Personal,LA amtrak station,LA Downtown,4.2,Other,WEEKDAY,Female,On-time,76,16,30
3/5/2016 14:08,3/5/2016 14:18,Personal,Chicago Suburb,Chicago Downtown,3.5,Other,WEEKDAY,Female,On-time,20,28,30
3/5/2016 14:39,3/5/2016 15:01,Business,LA Downtown,Wayne Ridge,7.8,Meal/Entertain,WEEKEND,Female,On-time,26,24,10
3/5/2016 16:52,3/5/2016 17:13,Business,Chicago Downtown,Chicago Suburb,7.8,Meal/Entertain,WEEKEND,Female,On-time,33,36,30
3/5/2016 17:23,3/5/2016 17:34,Business,Chicago Suburb,Chicago Downtown,3.9,Meal/Entertain,WEEKDAY,Female,On-time,33,32,35
3/7/2016 9:10,3/7/2016 9:20,Business,LA Downtown,Edgehill Farms,2.8,Errand/Supplies,WEEKDAY,Female,On-time,46,40,35
3/7/2016 9:23,3/7/2016 9:47,Business,Chicago Downtown,Raleigh,12.4,Customer Visit,WEEKDAY,Female,On-time,36,4,35
3/7/2016 12:10,3/7/2016 12:26,Business,Dallas Downtown,Meredith Townes,5.9,Customer Visit,WEEKDAY,Female,On-time,35,12,35
3/7/2016 13:57,3/7/2016 14:18,Business,West Palm Beach,West Palm Beach,9.4,Meeting,WEEKDAY,Female,On-time,33,8,35
3/7/2016 15:19,3/7/2016 15:45,Business,Chicago Downtown,Chicago Downtown,11.9,Between Offices,WEEKEND,Female,On-time,23,20,20
3/8/2016 14:38,3/8/2016 14:55,Business,LA Downtown,Waverly Place,7.2,Between Offices,WEEKEND,Female,On-time,36,16,35
3/8/2016 15:35,3/8/2016 16:00,Business,LA amtrak station,LA Downtown,7.6,Meal/Entertain,WEEKDAY,Female,On-time,23,28,35
3/8/2016 16:13,3/8/2016 16:25,Personal,LA Downtown,LA Downtown,1.6,Other,WEEKDAY,Female,On-time,29,24,35
3/10/2016 3:36,3/10/2016 3:53,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting,WEEKDAY,Female,On-time,33,36,60
3/10/2016 10:08,3/10/2016 10:37,Business,LA Downtown,LA amtrak station,12.8,Meeting,WEEKDAY,Female,On-time,39,32,35
3/10/2016 14:39,3/10/2016 14:55,Business,LA amtrak station,LA Downtown,2.3,Other,WEEKDAY,Female,On-time,44,40,35
3/10/2016 16:18,3/10/2016 16:28,Business,LA amtrak station,LA Downtown,1.6,Other,WEEKEND,Female,On-time,46,4,35
3/11/2016 9:47,3/11/2016 9:59,Business,LA Downtown,LA Downtown,2,Meal/Entertain,WEEKEND,Female,On-time,28,12,35
3/11/2016 10:29,3/11/2016 10:36,Business,Dallas Downtown,Dallas airport,0.8,Other,WEEKDAY,Female,On-time,33,8,35
3/11/2016 11:57,3/11/2016 12:04,Business,Chicago Downtown,Chicago Downtown,1.2,Other,WEEKDAY,Female,On-time,55,20,48
3/11/2016 13:43,3/11/2016 13:51,Business,Chicago Downtown,Chicago Downtown,1,Other,WEEKDAY,Female,On-time,18,16,48
3/11/2016 19:21,3/11/2016 19:35,Business,LA amtrak station,LA Downtown,2.1,Other,WEEKDAY,Female,On-time,65,28,48
3/12/2016 9:13,3/12/2016 9:22,Business,LA Downtown,LA Downtown,2.2,Other,WEEKDAY,Female,On-time,31,24,48
3/12/2016 18:27,3/12/2016 18:37,Personal,LA amtrak station,LA Downtown,1.9,Other,WEEKEND,Female,On-time,23,36,20
3/13/2016 9:07,3/13/2016 9:37,Business,LA Downtown,LA Downtown,5.7,Meal/Entertain,WEEKEND,Female,On-time,28,32,48
3/13/2016 18:23,3/13/2016 18:43,Business,LA amtrak station,LA Downtown,8.4,Meal/Entertain,WEEKDAY,Female,On-time,33,40,48
3/13/2016 20:07,3/13/2016 20:28,Business,Chicago Downtown,Chicago suburb,6.2,Meal/Entertain,WEEKDAY,Male,On-time,55,4,48
3/13/2016 20:39,3/13/2016 20:58,Business,LA Downtown,LA Downtown,10.5,Meal/Entertain,WEEKDAY,Male,On-time,32,12,48
3/13/2016 21:11,3/13/2016 21:23,Business,Newjersey Airport,Newjersey Downtown,7.2,Meal/Entertain,WEEKDAY,Male,On-time,27,8,48
3/13/2016 22:19,3/13/2016 22:39,Business,Dallas airport,Dallas Downtown,12.5,Other,WEEKDAY,Male,Delay,23,20,48
3/14/2016 8:34,3/14/2016 8:49,Business,LA Downtown,LA Downtown,2,Errand/Supplies,WEEKEND,Female,Delay,36,16,48
3/14/2016 18:39,3/14/2016 18:55,Business,LA amtrak station,LA Downtown,2.7,Other,WEEKEND,Female,Delay,23,28,48
3/15/2016 8:45,3/15/2016 8:57,Business,LA Downtown,LA Downtown,2,Meal/Entertain,WEEKDAY,Female,Delay,29,24,20
3/15/2016 20:48,3/15/2016 21:01,Business,Richmond hindu temple,Richmond Downtown,2.8,Meal/Entertain,WEEKDAY,Female,Delay,33,32,16
3/16/2016 11:34,3/16/2016 11:45,Business,LA Downtown,LA Downtown,1.7,Meal/Entertain,WEEKDAY,Female,Delay,46,40,16
3/16/2016 14:44,3/16/2016 14:55,Business,Dallas airport,Dallas Downtown,2,Other,WEEKDAY,Female,Delay,28,4,16
3/16/2016 18:43,3/16/2016 18:56,Business,LA amtrak station,LA Downtown,2.1,Meal/Entertain,WEEKDAY,Female,Delay,33,12,16
3/17/2016 0:33,3/17/2016 0:44,Personal,Richmond hindu temple,Richmond Downtown,1.7,Other,WEEKEND,Female,Delay,55,8,16
3/17/2016 12:52,3/17/2016 15:11,Business,Ohio Suburb,Ohio Suburb,136,Customer Visit,WEEKEND,Female,Delay,32,20,16
3/17/2016 15:16,3/17/2016 15:58,Business,Dallas Airport,Dallas Downtown,30.2,Meeting,WEEKDAY,Female,Delay,27,16,16
3/17/2016 17:20,3/17/2016 18:02,Business,Boston Downtown,Alief,15.5,Meal/Entertain,WEEKDAY,Female,Delay,23,28,30
3/17/2016 18:47,3/17/2016 19:09,Personal,Miami beach,Miami beach,4.9,Other,WEEKDAY,Female,Delay,36,24,30
3/17/2016 20:57,3/17/2016 21:28,Personal,Miami beach,Miami beach,12.6,Other,WEEKDAY,Female,Delay,23,36,30
3/17/2016 21:48,3/17/2016 22:04,Personal,Boston Downtown,Boston Downtown,10.4,Other,WEEKDAY,Female,Delay,29,32,30
3/18/2016 7:15,3/18/2016 7:21,Business,Boston Downtown,Boston Downtown,1.1,Meal/Entertain,WEEKEND,Female,Delay,33,40,30
3/18/2016 8:35,3/18/2016 8:43,Business,Boston Downtown,Boston Downtown,1.1,Meal/Entertain,WEEKEND,Female,Delay,19,4,18
3/18/2016 18:24,3/18/2016 19:08,Business,Boston Downtown,Sharpstown,13.2,Meeting,WEEKDAY,Female,Delay,25,12,30
3/18/2016 19:23,3/18/2016 19:29,Business,Boston Downtown,Boston Downtown,1,Errand/Supplies,WEEKDAY,Female,Delay,35,8,30
3/18/2016 21:01,3/18/2016 21:15,Business,Boston Downtown,Boston Downtown,9.2,Customer Visit,WEEKDAY,Female,Delay,55,20,30
3/19/2016 9:10,3/19/2016 9:25,Business,Boston Downtown,Sharpstown,9.4,Meal/Entertain,WEEKDAY,Female,Delay,45,16,10
3/19/2016 12:50,3/19/2016 13:13,Business,Miami beach,Sugar Land,12,Customer Visit,WEEKDAY,Female,Delay,37,28,30
3/19/2016 14:01,3/19/2016 14:57,Business,West Palm Beach,Miami beach,35.1,Customer Visit,WEEKEND,Female,Delay,26,24,35
3/19/2016 15:34,3/19/2016 16:38,Business,Miami beach,Galveston,36.5,Meal/Entertain,WEEKEND,Female,Delay,28,36,35
3/19/2016 17:17,3/19/2016 17:32,Business,Chicago Downtown,Chicago suburb,3.1,Meal/Entertain,WEEKDAY,Female,Delay,33,32,35
3/19/2016 17:37,3/19/2016 17:47,Business,Dallas Downtown,Dallas Downtown,2.1,Errand/Supplies,WEEKDAY,Female,Delay,55,40,35
3/19/2016 17:52,3/19/2016 18:00,Business,Dallas Downtown,Dallas Downtown,1.2,Other,WEEKDAY,Female,Delay,67,4,35
3/19/2016 18:53,3/19/2016 19:29,Business,Dallas Downtown,Dallas Downtown,7.5,Meeting,WEEKDAY,Female,Delay,29,12,20
3/19/2016 19:33,3/19/2016 20:39,Business,Chicago Downtown,Chicago suburb,57,Customer Visit,WEEKDAY,Male,Delay,31,8,35
3/20/2016 7:37,3/20/2016 7:48,Business,Boston Downtown,Washington Avenue,5.9,Meeting,WEEKEND,Male,Delay,35,20,35
3/20/2016 11:42,3/20/2016 11:56,Business,Boston tea party,Boston Downtown,6.2,Meeting,WEEKEND,Male,Delay,38,16,35
3/20/2016 17:08,3/20/2016 17:34,Business,Boston Downtown,Sharpstown,10.4,Other,WEEKDAY,Male,Delay,39,28,60
3/20/2016 18:34,3/20/2016 18:40,Personal,Boston Downtown,Boston Downtown,1.2,Other,WEEKDAY,Female,Delay,23,24,35
3/20/2016 18:45,3/20/2016 19:06,Business,Boston Downtown,Boston Downtown,9.6,Customer Visit,WEEKDAY,Female,Delay,36,36,35
3/21/2016 10:21,3/21/2016 10:26,Personal,Boston Downtown,Downtown,1,Other,WEEKDAY,Female,Delay,23,32,35
3/21/2016 16:05,3/21/2016 16:13,Business,Richmond hindu temple,Richmond Downtown,0.9,Meal/Entertain,WEEKDAY,Female,Delay,33,40,35
3/21/2016 18:59,3/21/2016 19:15,Business,Boston Downtown,Sharpstown,8.8,Other,WEEKEND,Female,Delay,76,4,35
3/21/2016 20:18,3/21/2016 20:55,Business,Boston Downtown,Boston Downtown,25.6,Meal/Entertain,WEEKEND,Female,Delay,28,12,48
3/22/2016 6:17,3/22/2016 6:43,Business,Boston Downtown,Greater Greenspoint,23,Meal/Entertain,WEEKDAY,Female,Delay,64,8,48
3/22/2016 12:06,3/22/2016 12:24,Personal,Chicago Suburb,Chicago Downtown,8.1,Other,WEEKDAY,Female,Delay,76,20,48
3/22/2016 19:12,3/22/2016 19:25,Personal,LA Downtown,LA Downtown,1.4,Other,WEEKDAY,Female,Delay,53,16,48
3/23/2016 14:37,3/23/2016 14:42,Personal,LA Downtown,Preston,1.7,Other,WEEKDAY,Female,Delay,53,28,20
3/23/2016 14:53,3/23/2016 14:59,Personal,LA Downtown,LA Downtown,1.6,Other,WEEKDAY,Female,Delay,76,24,48
3/24/2016 19:47,3/24/2016 19:54,Personal,LA Downtown,Westpark Place,2,Other,WEEKEND,Female,Delay,54,36,20
3/24/2016 20:34,3/24/2016 20:40,Business,LA Downtown,LA Downtown,2.2,Other,WEEKEND,Female,Delay,38,32,20
3/25/2016 13:24,3/25/2016 16:22,Business,Chicago Downtown,Latta,144,Customer Visit,WEEKDAY,Female,Delay,64,40,16
3/25/2016 16:52,3/25/2016 22:22,Business,NewYork Downtown,NewYork Downtown,310.3,Customer Visit,WEEKDAY,Female,Delay,49,4,16
3/25/2016 22:54,3/26/2016 1:39,Business,Richmond hindu temple ,Richmond Downtown,201,Meeting,WEEKDAY,Female,Delay,33,12,16
3/26/2016 14:05,3/26/2016 14:29,Personal,Dallas airport,Dallas Downtown,6.7,Other,WEEKDAY,Female,Delay,20,8,16
3/26/2016 15:19,3/26/2016 15:49,Personal,California Downtown,California suburb,8.8,Other,WEEKDAY,Male,Delay,18,20,16
3/26/2016 16:26,3/26/2016 16:30,Personal,NewYork Downtown,NewYork Downtown,1.2,Other,WEEKEND,Male,Delay,65,16,16
3/27/2016 0:31,3/27/2016 0:40,Business,NewYork Downtown,NewYork Downtown,2.1,Errand/Supplies,WEEKEND,Female,Delay,31,28,16
3/27/2016 1:11,3/27/2016 1:23,Business,Newjersey Airport,Newjersey Downtown,6.6,Meal/Entertain,WEEKDAY,Male,Delay,23,24,30
3/27/2016 15:31,3/27/2016 15:56,Business,California Downtown,California suburb,6.1,Customer Visit,WEEKDAY,Female,Delay,36,36,30
3/27/2016 21:26,3/27/2016 21:41,Personal,Newjersey Airport,Newjersey Downtown,6.9,Other,WEEKDAY,Female,Delay,23,32,30
3/27/2016 23:04,3/27/2016 23:18,Personal,Newjersey Airport,Newjersey Downtown,7.3,Other,WEEKDAY,Female,Delay,23,40,30
3/28/2016 12:29,3/28/2016 12:42,Personal,California Downtown,California suburb,3.6,Other,WEEKDAY,Female,Delay,28,4,30
3/28/2016 19:30,3/28/2016 20:23,Personal,Dallas airport,Dallas Downtown,27.2,Other,WEEKEND,Female,Delay,33,12,18
3/28/2016 22:55,3/28/2016 23:26,Personal,Newjersey Airport,Newjersey Downtown,25.7,Other,WEEKEND,Female,Delay,55,8,30
3/29/2016 15:27,3/29/2016 16:11,Personal,California Downtown,California suburb,13.6,Other,WEEKDAY,Female,Delay,76,20,30
3/29/2016 18:20,3/29/2016 18:39,Personal,Chicago Downtown,Chicago Downtown,6.2,Other,WEEKDAY,Female,Delay,37,16,30
3/29/2016 20:29,3/29/2016 20:44,Personal,Boston Downtown,Boston Downtown,6,Other,WEEKDAY,Female,Delay,28,28,10
3/29/2016 23:04,3/29/2016 23:21,Personal,Newjersey Airport,Newjersey Downtown,13.8,Other,WEEKDAY,Female,Delay,64,24,30
3/30/2016 22:05,3/30/2016 22:55,Business,Newjersey Airport,Newjersey Downtown,28.8,Meal/Entertain,WEEKDAY,Female,Delay,72,36,35
3/31/2016 12:47,3/31/2016 13:22,Business,California Downtown,California suburb,16.1,Temporary Site,WEEKEND,Female,Delay,29,32,35
3/31/2016 14:37,3/31/2016 15:09,Business,Newjersey Airport,Newjersey Downtown,16.4,Meal/Entertain,WEEKEND,Female,Delay,70,40,35
4/1/2016 13:43,4/1/2016 14:01,Business,California Downtown,California suburb,11,Meeting,WEEKDAY,Female,Delay,76,4,35
4/1/2016 14:36,4/1/2016 15:24,Business,California Downtown,California suburb,15.5,Customer Visit,WEEKDAY,Female,Delay,20,12,35
4/1/2016 16:01,4/1/2016 16:49,Business,Newjersey Airport,Newjersey Downtown,20.3,Meeting,WEEKDAY,Female,Delay,26,8,20
4/1/2016 16:52,4/1/2016 16:57,Personal,California Downtown,California suburb,0.7,Other,WEEKDAY,Female,Delay,33,20,35
4/2/2016 8:48,4/2/2016 9:04,Personal,California Downtown,California suburb,5.5,Other,WEEKDAY,Male,Delay,33,16,35
4/2/2016 11:01,4/2/2016 11:16,Personal,California Downtown,California suburb,5.1,Other,WEEKEND,Male,Delay,45,28,35
4/2/2016 12:21,4/2/2016 14:47,Business,California Downtown,California suburb,77.3,Customer Visit,WEEKEND,Female,Delay,37,24,60
4/2/2016 16:57,4/2/2016 18:09,Business,Richmond hindu temple,Richmond Downtown,80.5,Customer Visit,WEEKDAY,Male,Delay,26,36,35
4/2/2016 19:38,4/2/2016 22:36,Business,Richmond hindu temple ,Richmond Downtown,174.2,Customer Visit,WEEKDAY,Male,Delay,77,32,35
4/2/2016 23:11,4/3/2016 1:34,Business,Chicago Downtown,Chicago Downtown,144,Meeting,WEEKDAY,Female,Delay,57,40,35
4/3/2016 2:00,4/3/2016 4:16,Business,Boston Downtown,Boston tea Party,159.3,Meeting,WEEKDAY,Female,Delay,67,4,35
4/5/2016 21:39,4/5/2016 21:55,Business,LA Downtown,Wayne Ridge,7.9,Meal/Entertain,WEEKDAY,Female,Delay,36,12,35
4/6/2016 0:19,4/6/2016 0:39,Business,LA Downtown,LA Downtown,8,Meal/Entertain,WEEKEND,Female,Delay,23,8,48
4/7/2016 18:20,4/7/2016 18:39,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain,WEEKEND,Female,Delay,29,20,48
4/7/2016 19:45,4/7/2016 20:00,Business,Chicago Suburb,Chicago Downtown,6.1,Errand/Supplies,WEEKDAY,Female,Delay,33,16,48
4/8/2016 12:30,4/8/2016 12:48,Business,Chicago Downtown,Durham,10.5,Meeting,WEEKDAY,Female,Delay,39,28,48
4/8/2016 13:34,4/8/2016 13:51,Business,Richmond hindu temple,Richmond Downtown,8.7,Meal/Entertain,WEEKDAY,Female,Delay,44,24,20
4/8/2016 13:55,4/8/2016 14:03,Business,LA Downtown,LA Downtown,1.8,Errand/Supplies,WEEKDAY,Female,Delay,46,36,48
4/8/2016 14:43,4/8/2016 15:20,Business,Chicago Downtown,Raleigh,19.1,Meeting,WEEKDAY,Female,Delay,28,32,20
4/8/2016 16:05,4/8/2016 16:47,Business,Chicago Downtown,Chicago Downtown,18.6,Meeting,WEEKEND,Female,Delay,33,40,20
4/12/2016 9:15,4/12/2016 9:26,Business,LA Downtown,Edgehill Farms,2.8,Errand/Supplies,WEEKEND,Female,Delay,55,4,16
4/12/2016 9:34,4/12/2016 9:53,Business,Chicago Downtown,Raleigh,8.9,Meeting,WEEKDAY,Female,Delay,32,12,16
4/12/2016 10:58,4/12/2016 11:18,Business,West Palm Beach,West Palm Beach,7.5,Customer Visit,WEEKDAY,Female,Delay,27,8,16
4/12/2016 12:22,4/12/2016 12:44,Business,Chicago Downtown,Chicago Suburb,15.9,Meeting,WEEKDAY,Female,Delay,28,20,16
4/12/2016 13:42,4/12/2016 14:01,Business,Chicago Suburb,Chicago Downtown,6.5,Meal/Entertain,WEEKDAY,Female,Delay,38,16,16
4/14/2016 7:29,4/14/2016 8:09,Business,Chicago Downtown,Holly Springs,15.3,Temporary Site,WEEKDAY,Female,Delay,76,28,16
4/14/2016 16:00,4/14/2016 16:43,Business,Richmond hindu temple ,Richmond Downtown,13.7,Temporary Site,WEEKEND,Male,Delay,28,24,16
4/15/2016 11:36,4/15/2016 12:07,Business,Chicago Downtown,Raleigh,11.9,Temporary Site,WEEKEND,Female,Delay,64,36,30
4/15/2016 12:29,4/15/2016 12:32,Business,West Palm Beach,West Palm Beach,1.4,Errand/Supplies,WEEKDAY,Male,Delay,76,32,30
4/15/2016 14:31,4/15/2016 15:01,Business,Chicago Downtown,Chicago Downtown,15.2,Meeting,WEEKDAY,Male,Delay,53,40,30
4/16/2016 12:59,4/16/2016 13:17,Business,Chicago Downtown,Chicago Suburb,6,Errand/Supplies,WEEKDAY,Female,Delay,45,4,30
4/16/2016 15:10,4/16/2016 15:26,Business,Chicago Suburb,Chicago Downtown,6.1,Meal/Entertain,WEEKDAY,Female,Delay,27,8,18
4/19/2016 17:44,4/19/2016 18:08,Business,LA Downtown,Wayne Ridge,8.2,Meal/Entertain,WEEKDAY,Female,Delay,28,20,30
4/19/2016 19:57,4/19/2016 20:19,Business,LA Downtown,LA Downtown,8,Meal/Entertain,WEEKEND,Female,Delay,23,16,30
4/22/2016 8:25,4/22/2016 9:04,Business,Chicago Downtown,Raleigh,13.6,Meeting,WEEKEND,Female,Delay,36,28,30
4/22/2016 10:10,4/22/2016 10:40,Business,Chicago Downtown,Chicago Downtown,22.5,Meeting,WEEKDAY,Female,Delay,23,24,10
4/22/2016 12:08,4/22/2016 12:28,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Female,Delay,76,36,30
4/22/2016 13:02,4/22/2016 13:26,Business,Richmond hindu temple,Richmond Downtown,10,Meeting,WEEKDAY,Female,Delay,54,32,35
4/23/2016 17:03,4/23/2016 17:16,Business,LA Downtown,Tanglewood,6,Meal/Entertain,WEEKDAY,Female,Delay,38,40,35
4/23/2016 18:49,4/23/2016 19:05,Business,LA Downtown,LA Downtown,6.5,Meal/Entertain,WEEKDAY,Female,Delay,64,4,35
4/24/2016 19:07,4/24/2016 19:16,Business,Chicago Downtown,Chicago Suburb,3.1,Errand/Supplies,WEEKEND,Female,Delay,49,12,35
4/24/2016 19:46,4/24/2016 19:52,Business,Milwaukee Downtown,Milwaukee Downtown,1.9,Errand/Supplies,WEEKEND,Female,Delay,33,8,35
4/24/2016 21:41,4/24/2016 21:50,Business,Chicago Suburb,Chicago Downtown,4.2,Between Offices,WEEKDAY,Female,Delay,20,20,20
4/27/2016 13:30,4/27/2016 13:40,Business,LA Downtown,Burtrose,4.9,Between Offices,WEEKDAY,Female,Delay,26,16,35
4/27/2016 14:13,4/27/2016 14:25,Business,LA Downtown,LA Downtown,4.8,Between Offices,WEEKDAY,Female,Delay,27,28,35
4/28/2016 12:09,4/28/2016 12:34,Business,Chicago Downtown,Raleigh,12.4,Customer Visit,WEEKDAY,Female,Delay,36,24,35
4/28/2016 13:30,4/28/2016 13:49,Business,Chicago Downtown,Chicago Downtown,32.8,Customer Visit,WEEKDAY,Female,Delay,23,36,60
4/28/2016 22:10,4/28/2016 22:28,Business,Chicago Suburb,Chicago Downtown,5.5,Customer Visit,WEEKEND,Female,Delay,29,32,35
4/29/2016 11:44,4/29/2016 12:01,Business,Chicago Downtown,Durham,9.9,Meeting,WEEKEND,Female,Delay,33,40,35
4/29/2016 13:13,4/29/2016 13:34,Business,Richmond hindu temple,Richmond Downtown,10,Meeting,WEEKDAY,Male,Delay,39,4,35
4/29/2016 18:46,4/29/2016 19:18,Business,Chicago Downtown,Durham,14.2,Customer Visit,WEEKDAY,Female,Delay,44,12,35
4/29/2016 22:44,4/29/2016 23:19,Business,Richmond hindu temple,Richmond Downtown,18.2,Meeting,WEEKDAY,Male,Delay,46,8,35
4/30/2016 18:42,4/30/2016 18:57,Business,LA Downtown,Waverly Place,7.7,Meal/Entertain,WEEKDAY,Male,Delay,28,20,48
4/30/2016 22:16,4/30/2016 22:34,Business,LA Downtown,LA Downtown,6.8,Other,WEEKDAY,Female,Delay,33,16,48
5/1/2016 13:45,5/1/2016 13:53,Business,LA Downtown,Westpark Place,2.1,Meal/Entertain,WEEKEND,Female,Delay,29,28,48
5/1/2016 14:26,5/1/2016 14:31,Business,LA Downtown,LA Downtown,2.3,Other,WEEKEND,Female,Delay,33,24,48
5/1/2016 17:33,5/1/2016 17:45,Business,LA Downtown,Tanglewood,6.2,Between Offices,WEEKDAY,Female,Delay,39,36,20
5/1/2016 17:54,5/1/2016 18:10,Business,LA Downtown,LA Downtown,7.5,Meeting,WEEKDAY,Female,Delay,44,32,48
5/1/2016 22:38,5/1/2016 22:49,Business,LA Downtown,LA Downtown,3.1,Errand/Supplies,WEEKDAY,Female,Delay,46,40,20
5/2/2016 14:14,5/2/2016 14:21,Business,LA Downtown,Westpark Place,2.2,Errand/Supplies,WEEKDAY,Female,Delay,28,4,20
5/2/2016 15:37,5/2/2016 15:48,Business,LA Downtown,LA Downtown,3.9,Meal/Entertain,WEEKDAY,Female,Delay,33,12,16
5/3/2016 22:20,5/3/2016 22:28,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain,WEEKEND,Female,Delay,55,20,16
5/4/2016 15:16,5/4/2016 15:37,Business,Chicago Downtown,Chicago Suburb,8.7,Meal/Entertain,WEEKEND,Female,Delay,32,16,16
5/4/2016 20:55,5/4/2016 21:14,Business,West Palm Beach,West Palm Beach,14.5,Errand/Supplies,WEEKDAY,Female,Delay,28,28,16
5/4/2016 21:30,5/4/2016 21:36,Business,Miami beach,West Palm Beach,4.5,Meal/Entertain,WEEKDAY,Female,Delay,33,24,16
5/4/2016 22:19,5/4/2016 22:27,Business,LA Downtown,LA Downtown,5,Meal/Entertain,WEEKDAY,Female,Delay,55,36,16
5/5/2016 21:24,5/5/2016 21:36,Business,Boston Downtown,Boston Downtown,14.2,Meal/Entertain,WEEKDAY,Female,Delay,67,32,30
5/5/2016 22:34,5/5/2016 22:40,Business,Chicago Downtown,Chicago Downtown,2.9,Errand/Supplies,WEEKDAY,Female,Delay,29,40,30
5/5/2016 23:55,5/6/2016 0:08,Business,Fort Pierce,Miami beach,12.9,Meeting,WEEKEND,Female,Delay,53,4,30
5/6/2016 5:47,5/6/2016 6:02,Business,Miami beach,West Palm Beach,14.4,Meeting,WEEKEND,Female,Delay,45,12,30
5/6/2016 16:45,5/6/2016 16:59,Business,Milwaukee Downtown,Milwaukee Downtown,17,Meeting,WEEKDAY,Female,Delay,23,8,30
5/6/2016 17:18,5/6/2016 17:44,Business,Chicago Suburb,Chicago Downtown,7.9,Customer Visit,WEEKDAY,Female,Delay,23,20,18
5/9/2016 6:08,5/9/2016 6:25,Business,Chicago Downtown,Chicago Suburb,8.4,Customer Visit,WEEKDAY,Female,Delay,23,16,30
5/9/2016 14:39,5/9/2016 15:06,Business,Chicago Downtown,Chicago Downtown,20.5,Between Offices,WEEKDAY,Female,Delay,46,28,30
5/9/2016 17:58,5/9/2016 18:26,Business,Dallas Downtown,Dallas Downtown,9.8,Customer Visit,WEEKDAY,Female,Delay,55,24,30
5/9/2016 19:35,5/9/2016 19:59,Business,LA Downtown,LA Downtown,17.6,Customer Visit,WEEKEND,Female,Delay,55,36,10
5/10/2016 9:03,5/10/2016 9:20,Business,Newjersey Airport,Newjersey Downtown,9.3,Customer Visit,WEEKEND,Female,Delay,33,32,30
5/10/2016 17:19,5/10/2016 17:31,Business,West Palm Beach,West Palm Beach,7.9,Customer Visit,WEEKDAY,Female,Delay,55,40,35
5/11/2016 8:35,5/11/2016 9:12,Business,Newjersey Airport,Newjersey Downtown,25.6,Meeting,WEEKDAY,Female,Delay,42,4,35
5/11/2016 21:47,5/11/2016 22:04,Business,Chicago Suburb,Chicago Downtown,8.1,Meeting,WEEKDAY,Female,Cancelled,62,12,35
5/14/2016 18:35,5/14/2016 18:39,Business,Chicago Downtown,Chicago Suburb,3.1,Meal/Entertain,WEEKDAY,Female,Cancelled,37,8,35
5/14/2016 23:01,5/14/2016 23:05,Business,Chicago Suburb,Chicago Downtown,3.1,Meal/Entertain,WEEKDAY,Female,Cancelled,73,20,35
5/17/2016 13:15,5/17/2016 13:23,Business,LA Downtown,Preston,2.8,Errand/Supplies,WEEKEND,Female,Cancelled,48,16,20
5/17/2016 13:56,5/17/2016 14:08,Business,Dallas Downtown,Dallas Downtown,2.7,Errand/Supplies,WEEKEND,Female,Cancelled,25,28,35
5/17/2016 14:34,5/17/2016 14:40,Business,LA Downtown,LA Downtown,1.9,Errand/Supplies,WEEKDAY,Female,Cancelled,27,24,35
5/18/2016 9:11,5/18/2016 9:41,Business,Chicago Downtown,Chicago Suburb,8.4,Customer Visit,WEEKDAY,Female,Cancelled,28,36,35
5/18/2016 13:00,5/18/2016 13:02,Business,Chicago Suburb,Raleigh,7.6,Customer Visit,WEEKDAY,Female,Cancelled,24,32,60
5/19/2016 14:37,5/19/2016 15:01,Business,Newjersey Airport,Newjersey Downtown,2.9,Meal/Entertain,WEEKDAY,Female,Cancelled,34,40,35
5/20/2016 10:56,5/20/2016 11:07,Business,Newjersey Airport,Newjersey Downtown,11.2,Meeting,WEEKDAY,Female,Cancelled,32,4,35
5/20/2016 15:43,5/20/2016 16:12,Business,Chicago Suburb,Chicago Downtown,8.2,Meal/Entertain,WEEKEND,Female,Cancelled,30,12,35
5/22/2016 15:39,5/22/2016 15:46,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain,WEEKEND,Female,Cancelled,71,20,35
5/22/2016 18:46,5/22/2016 18:53,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain,WEEKDAY,Female,Cancelled,29,16,48
5/23/2016 20:19,5/23/2016 20:27,Business,LA Downtown,Savon Height,3.6,Meal/Entertain,WEEKDAY,Female,Cancelled,46,28,48
