,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
258,3/21/2016 16:05,3/21/2016 16:13,Business,Richmond hindu temple,Richmond Downtown,0.9,Meal/Entertain
259,3/21/2016 18:59,3/21/2016 19:15,Business,Boston Downtown,Sharpstown,8.8,Other
260,3/21/2016 20:18,3/21/2016 20:55,Business,Boston Downtown,Boston Downtown,25.6,Meal/Entertain
261,3/22/2016 6:17,3/22/2016 6:43,Business,Boston Downtown,Greater Greenspoint,23,Meal/Entertain
262,3/22/2016 12:06,3/22/2016 12:24,Personal,Chicago Suburb,Chicago Downtown,8.1,Other
263,3/22/2016 19:12,3/22/2016 19:25,Personal,LA Downtown,LA Downtown,1.4,Other
264,3/23/2016 14:37,3/23/2016 14:42,Personal,LA Downtown,Preston,1.7,Other
265,3/23/2016 14:53,3/23/2016 14:59,Personal,LA Downtown,LA Downtown,1.6,Other
266,3/24/2016 19:47,3/24/2016 19:54,Personal,LA Downtown,Westpark Place,2,Other
267,3/24/2016 20:34,3/24/2016 20:40,Business,LA Downtown,LA Downtown,2.2,Other
268,3/25/2016 13:24,3/25/2016 16:22,Business,Chicago Downtown,Latta,144,Customer Visit
269,3/25/2016 16:52,3/25/2016 22:22,Business,NewYork Downtown,NewYork Downtown,310.3,Customer Visit
270,3/25/2016 22:54,3/26/2016 1:39,Business,Richmond hindu temple ,Richmond Downtown,201,Meeting
271,3/26/2016 14:05,3/26/2016 14:29,Personal,Dallas airport,Dallas Downtown,6.7,Other
272,3/26/2016 15:19,3/26/2016 15:49,Personal,California Downtown,California suburb,8.8,Other
273,3/26/2016 16:26,3/26/2016 16:30,Personal,NewYork Downtown,NewYork Downtown,1.2,Other
274,3/27/2016 0:31,3/27/2016 0:40,Business,NewYork Downtown,NewYork Downtown,2.1,Errand/Supplies
275,3/27/2016 1:11,3/27/2016 1:23,Business,Newjersey Airport,Newjersey Downtown,6.6,Meal/Entertain
276,3/27/2016 15:31,3/27/2016 15:56,Business,California Downtown,California suburb,6.1,Customer Visit
277,3/27/2016 21:26,3/27/2016 21:41,Personal,Newjersey Airport,Newjersey Downtown,6.9,Other
278,3/27/2016 23:04,3/27/2016 23:18,Personal,Newjersey Airport,Newjersey Downtown,7.3,Other
279,3/28/2016 12:29,3/28/2016 12:42,Personal,California Downtown,California suburb,3.6,Other
280,3/28/2016 19:30,3/28/2016 20:23,Personal,Dallas airport,Dallas Downtown,27.2,Other
281,3/28/2016 22:55,3/28/2016 23:26,Personal,Newjersey Airport,Newjersey Downtown,25.7,Other
282,3/29/2016 15:27,3/29/2016 16:11,Personal,California Downtown,California suburb,13.6,Other
283,3/29/2016 18:20,3/29/2016 18:39,Personal,Chicago Downtown,Chicago Downtown,6.2,Other
284,3/29/2016 20:29,3/29/2016 20:44,Personal,Boston Downtown,Boston Downtown,6,Other
285,3/29/2016 23:04,3/29/2016 23:21,Personal,Newjersey Airport,Newjersey Downtown,13.8,Other
286,3/30/2016 22:05,3/30/2016 22:55,Business,Newjersey Airport,Newjersey Downtown,28.8,Meal/Entertain
287,3/31/2016 12:47,3/31/2016 13:22,Business,California Downtown,California suburb,16.1,Temporary Site
288,3/31/2016 14:37,3/31/2016 15:09,Business,Newjersey Airport,Newjersey Downtown,16.4,Meal/Entertain
289,4/1/2016 13:43,4/1/2016 14:01,Business,California Downtown,California suburb,11,Meeting
290,4/1/2016 14:36,4/1/2016 15:24,Business,California Downtown,California suburb,15.5,Customer Visit
291,4/1/2016 16:01,4/1/2016 16:49,Business,Newjersey Airport,Newjersey Downtown,20.3,Meeting
292,4/1/2016 16:52,4/1/2016 16:57,Personal,California Downtown,California suburb,0.7,Other
293,4/2/2016 8:48,4/2/2016 9:04,Personal,California Downtown,California suburb,5.5,Other
294,4/2/2016 11:01,4/2/2016 11:16,Personal,California Downtown,California suburb,5.1,Other
295,4/2/2016 12:21,4/2/2016 14:47,Business,California Downtown,California suburb,77.3,Customer Visit
296,4/2/2016 16:57,4/2/2016 18:09,Business,Richmond hindu temple,Richmond Downtown,80.5,Customer Visit
297,4/2/2016 19:38,4/2/2016 22:36,Business,Richmond hindu temple ,Richmond Downtown,174.2,Customer Visit
298,4/2/2016 23:11,4/3/2016 1:34,Business,Chicago Downtown,Chicago Downtown,144,Meeting
299,4/3/2016 2:00,4/3/2016 4:16,Business,Boston Downtown,Boston tea Party,159.3,Meeting
300,4/5/2016 21:39,4/5/2016 21:55,Business,LA Downtown,Wayne Ridge,7.9,Meal/Entertain
301,4/6/2016 0:19,4/6/2016 0:39,Business,LA Downtown,LA Downtown,8,Meal/Entertain
302,4/7/2016 18:20,4/7/2016 18:39,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain
303,4/7/2016 19:45,4/7/2016 20:00,Business,Chicago Suburb,Chicago Downtown,6.1,Errand/Supplies
304,4/8/2016 12:30,4/8/2016 12:48,Business,Chicago Downtown,Durham,10.5,Meeting
305,4/8/2016 13:34,4/8/2016 13:51,Business,Richmond hindu temple,Richmond Downtown,8.7,Meal/Entertain
306,4/8/2016 13:55,4/8/2016 14:03,Business,LA Downtown,LA Downtown,1.8,Errand/Supplies
307,4/8/2016 14:43,4/8/2016 15:20,Business,Chicago Downtown,Raleigh,19.1,Meeting
308,4/8/2016 16:05,4/8/2016 16:47,Business,Chicago Downtown,Chicago Downtown,18.6,Meeting
309,4/12/2016 9:15,4/12/2016 9:26,Business,LA Downtown,Edgehill Farms,2.8,Errand/Supplies
310,4/12/2016 9:34,4/12/2016 9:53,Business,Chicago Downtown,Raleigh,8.9,Meeting
311,4/12/2016 10:58,4/12/2016 11:18,Business,West Palm Beach,West Palm Beach,7.5,Customer Visit
312,4/12/2016 12:22,4/12/2016 12:44,Business,Chicago Downtown,Chicago Suburb,15.9,Meeting
313,4/12/2016 13:42,4/12/2016 14:01,Business,Chicago Suburb,Chicago Downtown,6.5,Meal/Entertain
314,4/14/2016 7:29,4/14/2016 8:09,Business,Chicago Downtown,Holly Springs,15.3,Temporary Site
315,4/14/2016 16:00,4/14/2016 16:43,Business,Richmond hindu temple ,Richmond Downtown,13.7,Temporary Site
316,4/15/2016 11:36,4/15/2016 12:07,Business,Chicago Downtown,Raleigh,11.9,Temporary Site
317,4/15/2016 12:29,4/15/2016 12:32,Business,West Palm Beach,West Palm Beach,1.4,Errand/Supplies
318,4/15/2016 14:31,4/15/2016 15:01,Business,Chicago Downtown,Chicago Downtown,15.2,Meeting
319,4/16/2016 12:59,4/16/2016 13:17,Business,Chicago Downtown,Chicago Suburb,6,Errand/Supplies
320,4/16/2016 15:10,4/16/2016 15:26,Business,Chicago Suburb,Chicago Downtown,6.1,Meal/Entertain
321,4/19/2016 17:44,4/19/2016 18:08,Business,LA Downtown,Wayne Ridge,8.2,Meal/Entertain
322,4/19/2016 19:57,4/19/2016 20:19,Business,LA Downtown,LA Downtown,8,Meal/Entertain
323,4/22/2016 8:25,4/22/2016 9:04,Business,Chicago Downtown,Raleigh,13.6,Meeting
324,4/22/2016 10:10,4/22/2016 10:40,Business,Chicago Downtown,Chicago Downtown,22.5,Meeting
325,4/22/2016 12:08,4/22/2016 12:28,Business,Chicago Downtown,Durham,10.4,Meeting
326,4/22/2016 13:02,4/22/2016 13:26,Business,Richmond hindu temple,Richmond Downtown,10,Meeting
327,4/23/2016 17:03,4/23/2016 17:16,Business,LA Downtown,Tanglewood,6,Meal/Entertain
328,4/23/2016 18:49,4/23/2016 19:05,Business,LA Downtown,LA Downtown,6.5,Meal/Entertain
329,4/24/2016 19:07,4/24/2016 19:16,Business,Chicago Downtown,Chicago Suburb,3.1,Errand/Supplies
330,4/24/2016 19:46,4/24/2016 19:52,Business,Milwaukee Downtown,Milwaukee Downtown,1.9,Errand/Supplies
331,4/24/2016 21:41,4/24/2016 21:50,Business,Chicago Suburb,Chicago Downtown,4.2,Between Offices
332,4/27/2016 13:30,4/27/2016 13:40,Business,LA Downtown,Burtrose,4.9,Between Offices
333,4/27/2016 14:13,4/27/2016 14:25,Business,LA Downtown,LA Downtown,4.8,Between Offices
334,4/28/2016 12:09,4/28/2016 12:34,Business,Chicago Downtown,Raleigh,12.4,Customer Visit
335,4/28/2016 13:30,4/28/2016 13:49,Business,Chicago Downtown,Chicago Downtown,32.8,Customer Visit
336,4/28/2016 22:10,4/28/2016 22:28,Business,Chicago Suburb,Chicago Downtown,5.5,Customer Visit
337,4/29/2016 11:44,4/29/2016 12:01,Business,Chicago Downtown,Durham,9.9,Meeting
338,4/29/2016 13:13,4/29/2016 13:34,Business,Richmond hindu temple,Richmond Downtown,10,Meeting
339,4/29/2016 18:46,4/29/2016 19:18,Business,Chicago Downtown,Durham,14.2,Customer Visit
340,4/29/2016 22:44,4/29/2016 23:19,Business,Richmond hindu temple,Richmond Downtown,18.2,Meeting
341,4/30/2016 18:42,4/30/2016 18:57,Business,LA Downtown,Waverly Place,7.7,Meal/Entertain
342,4/30/2016 22:16,4/30/2016 22:34,Business,LA Downtown,LA Downtown,6.8,Other
343,5/1/2016 13:45,5/1/2016 13:53,Business,LA Downtown,Westpark Place,2.1,Meal/Entertain
344,5/1/2016 14:26,5/1/2016 14:31,Business,LA Downtown,LA Downtown,2.3,Other
345,5/1/2016 17:33,5/1/2016 17:45,Business,LA Downtown,Tanglewood,6.2,Between Offices
346,5/1/2016 17:54,5/1/2016 18:10,Business,LA Downtown,LA Downtown,7.5,Meeting
347,5/1/2016 22:38,5/1/2016 22:49,Business,LA Downtown,LA Downtown,3.1,Errand/Supplies
348,5/2/2016 14:14,5/2/2016 14:21,Business,LA Downtown,Westpark Place,2.2,Errand/Supplies
349,5/2/2016 15:37,5/2/2016 15:48,Business,LA Downtown,LA Downtown,3.9,Meal/Entertain
350,5/3/2016 22:20,5/3/2016 22:28,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
351,5/4/2016 15:16,5/4/2016 15:37,Business,Chicago Downtown,Chicago Suburb,8.7,Meal/Entertain
352,5/4/2016 20:55,5/4/2016 21:14,Business,West Palm Beach,West Palm Beach,14.5,Errand/Supplies
353,5/4/2016 21:30,5/4/2016 21:36,Business,Miami beach,West Palm Beach,4.5,Meal/Entertain
354,5/4/2016 22:19,5/4/2016 22:27,Business,LA Downtown,LA Downtown,5,Meal/Entertain
355,5/5/2016 21:24,5/5/2016 21:36,Business,Boston Downtown,Boston Downtown,14.2,Meal/Entertain
356,5/5/2016 22:34,5/5/2016 22:40,Business,Chicago Downtown,Chicago Downtown,2.9,Errand/Supplies
357,5/5/2016 23:55,5/6/2016 0:08,Business,Fort Pierce,Miami beach,12.9,Meeting
358,5/6/2016 5:47,5/6/2016 6:02,Business,Miami beach,West Palm Beach,14.4,Meeting
359,5/6/2016 16:45,5/6/2016 16:59,Business,Milwaukee Downtown,Milwaukee Downtown,17,Meeting
360,5/6/2016 17:18,5/6/2016 17:44,Business,Chicago Suburb,Chicago Downtown,7.9,Customer Visit
361,5/9/2016 6:08,5/9/2016 6:25,Business,Chicago Downtown,Chicago Suburb,8.4,Customer Visit
362,5/9/2016 14:39,5/9/2016 15:06,Business,Chicago Downtown,Chicago Downtown,20.5,Between Offices
363,5/9/2016 17:58,5/9/2016 18:26,Business,Dallas Downtown,Dallas Downtown,9.8,Customer Visit
364,5/9/2016 19:35,5/9/2016 19:59,Business,LA Downtown,LA Downtown,17.6,Customer Visit
365,5/10/2016 9:03,5/10/2016 9:20,Business,Newjersey Airport,Newjersey Downtown,9.3,Customer Visit
366,5/10/2016 17:19,5/10/2016 17:31,Business,West Palm Beach,West Palm Beach,7.9,Customer Visit
367,5/11/2016 8:35,5/11/2016 9:12,Business,Newjersey Airport,Newjersey Downtown,25.6,Meeting
368,5/11/2016 21:47,5/11/2016 22:04,Business,Chicago Suburb,Chicago Downtown,8.1,Meeting
369,5/14/2016 18:35,5/14/2016 18:39,Business,Chicago Downtown,Chicago Suburb,3.1,Meal/Entertain
370,5/14/2016 23:01,5/14/2016 23:05,Business,Chicago Suburb,Chicago Downtown,3.1,Meal/Entertain
371,5/17/2016 13:15,5/17/2016 13:23,Business,LA Downtown,Preston,2.8,Errand/Supplies
372,5/17/2016 13:56,5/17/2016 14:08,Business,Dallas Downtown,Dallas Downtown,2.7,Errand/Supplies
373,5/17/2016 14:34,5/17/2016 14:40,Business,LA Downtown,LA Downtown,1.9,Errand/Supplies
374,5/18/2016 9:11,5/18/2016 9:41,Business,Chicago Downtown,Chicago Suburb,8.4,Customer Visit
375,5/18/2016 13:00,5/18/2016 13:02,Business,Chicago Suburb,Raleigh,7.6,Customer Visit
376,5/19/2016 14:37,5/19/2016 15:01,Business,Newjersey Airport,Newjersey Downtown,2.9,Meal/Entertain
377,5/20/2016 10:56,5/20/2016 11:07,Business,Newjersey Airport,Newjersey Downtown,11.2,Meeting
378,5/20/2016 15:43,5/20/2016 16:12,Business,Chicago Suburb,Chicago Downtown,8.2,Meal/Entertain
379,5/22/2016 15:39,5/22/2016 15:46,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
380,5/22/2016 18:46,5/22/2016 18:53,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
381,5/23/2016 20:19,5/23/2016 20:27,Business,LA Downtown,Savon Height,3.6,Meal/Entertain
382,5/23/2016 21:09,5/23/2016 21:21,Business,LA Downtown,LA Downtown,3.6,Errand/Supplies
383,5/27/2016 20:26,5/27/2016 20:30,Business,LA Downtown,Kildaire Farms,4.5,Errand/Supplies
384,5/27/2016 20:47,5/27/2016 20:53,Business,LA Downtown,LA Downtown,1.2,Other
385,5/27/2016 22:11,5/27/2016 22:14,Business,California Downtown,California suburb,1.7,Errand/Supplies
386,5/28/2016 0:15,5/28/2016 0:21,Business,California Downtown,California suburb,4.7,Errand/Supplies
387,5/28/2016 12:52,5/28/2016 13:06,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain
388,5/28/2016 14:35,5/28/2016 15:04,Business,Chicago Suburb,Chicago Downtown,11.3,Customer Visit
389,5/31/2016 13:54,5/31/2016 14:41,Business,Chicago Downtown,Raleigh,14.9,Meeting
390,5/31/2016 16:02,5/31/2016 16:39,Business,Chicago Downtown,Chicago Downtown,14,Meeting
391,5/31/2016 17:50,5/31/2016 17:59,Business,LA Downtown,LA Downtown,1.8,Other
392,6/1/2016 10:19,6/1/2016 10:47,Business,Chicago Downtown,Chicago Suburb,6.7,Customer Visit
393,6/1/2016 13:10,6/1/2016 13:39,Business,Chicago Suburb,Chicago Downtown,9.6,Meeting
394,6/3/2016 11:29,6/3/2016 11:49,Business,Chicago Downtown,Durham,10.4,Meeting
395,6/3/2016 13:08,6/3/2016 13:38,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
396,6/3/2016 15:31,6/3/2016 15:54,Business,Chicago Downtown,Chicago Suburb,6,Meal/Entertain
397,6/3/2016 18:14,6/3/2016 18:29,Business,LA Downtown,LA Downtown,3.3,Errand/Supplies
398,6/3/2016 18:41,6/3/2016 18:53,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies
399,6/3/2016 19:36,6/3/2016 19:42,Business,Richmond hindu temple ,Richmond Downtown,1.7,Errand/Supplies
400,6/3/2016 22:47,6/3/2016 23:06,Business,Chicago Suburb,Chicago Downtown,4,Between Offices
401,6/5/2016 14:03,6/5/2016 14:33,Business,LA Downtown,Savon Height,7.8,Customer Visit
402,6/5/2016 15:06,6/5/2016 15:22,Business,Chicago Downtown,Chicago Suburb,7.8,Customer Visit
403,6/5/2016 15:57,6/5/2016 16:08,Business,Richmond Downtown,Richmond Downtown,3.8,Meal/Entertain
404,6/5/2016 18:05,6/5/2016 18:14,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
405,6/5/2016 21:53,6/5/2016 22:05,Business,Chicago Downtown,Durham,9.9,Meeting
406,6/5/2016 23:52,6/6/2016 0:08,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
407,6/6/2016 15:36,6/6/2016 15:45,Business,LA Downtown,Hazelwood,3,Errand/Supplies
408,6/6/2016 16:16,6/6/2016 16:24,Business,Chicago Downtown,Chicago suburb,2.4,Errand/Supplies
409,6/6/2016 20:06,6/6/2016 20:20,Business,Chicago Downtown,Apex,5.7,Meal/Entertain
410,6/6/2016 21:08,6/6/2016 21:37,Business,Chicago suburb,Chicago Downtown,7.2,Meal/Entertain
411,6/6/2016 21:41,6/6/2016 22:00,Business,Chicago Downtown,Durham,10.4,Meeting
412,6/6/2016 23:34,6/6/2016 23:48,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
413,6/7/2016 21:42,6/7/2016 22:00,Business,Chicago Downtown,Durham,10.4,Meeting
414,6/7/2016 23:41,6/8/2016 0:04,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
415,6/8/2016 8:23,6/8/2016 8:53,Business,Chicago Downtown,Chicago Suburb,8.7,Meal/Entertain
416,6/8/2016 12:04,6/8/2016 13:01,Business,Richmond Downtown,Richmond hindu temple,22.3,Errand/Supplies
417,6/8/2016 13:12,6/8/2016 13:29,Business,LA Downtown,LA Downtown,3.3,Meal/Entertain
418,6/8/2016 14:31,6/8/2016 14:37,Business,West Palm Beach,West Palm Beach,0.7,Errand/Supplies
419,6/8/2016 16:55,6/8/2016 17:11,Business,Chicago Downtown,Chicago Downtown,2.5,Meal/Entertain
420,6/8/2016 17:16,6/8/2016 17:18,Business,LA Downtown,LA Downtown,0.5,Errand/Supplies
421,6/8/2016 17:59,6/8/2016 18:05,Business,LA Downtown,LA Downtown,0.9,Errand/Supplies
422,6/8/2016 20:11,6/8/2016 20:25,Business,Boston Downtown,Boston tea Party,4.8,Errand/Supplies
423,6/10/2016 15:19,6/10/2016 16:28,Business,Richmond hindu temple,Richmond Downtown,16.3,Meeting
424,6/10/2016 21:47,6/10/2016 22:04,Business,Chicago Downtown,Durham,10.4,Meeting
425,6/10/2016 23:53,6/11/2016 0:01,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
426,6/11/2016 17:08,6/11/2016 17:16,Business,Chicago Downtown,Chicago Suburb,3.7,Errand/Supplies
427,6/11/2016 17:34,6/11/2016 17:39,Business,Chicago Suburb,Chicago Downtown,4.6,Meal/Entertain
428,6/11/2016 17:50,6/11/2016 17:56,Business,LA Downtown,LA Downtown,1.7,Other
429,6/11/2016 21:45,6/11/2016 22:04,Business,Chicago Downtown,Durham,10.4,Meeting
430,6/11/2016 23:39,6/12/2016 0:05,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
431,6/12/2016 19:53,6/12/2016 19:56,Business,Chicago Downtown,Chicago Suburb,2.5,Meal/Entertain
432,6/12/2016 20:05,6/12/2016 20:16,Business,Chicago Suburb,Chicago Downtown,4.3,Errand/Supplies
433,6/12/2016 21:58,6/12/2016 22:19,Business,LA Downtown,LA Downtown,2.8,Errand/Supplies
434,6/13/2016 5:23,6/13/2016 5:42,Business,Chicago Downtown,Chicago Suburb,8.4,Meal/Entertain
435,6/13/2016 14:17,6/13/2016 14:46,Business,Newjersey Airport,Newjersey Downtown,13.2,Meeting
436,6/13/2016 18:08,6/13/2016 18:47,Business,Boston Downtown,Boston tea Party,3.9,Meal/Entertain
437,6/13/2016 18:54,6/13/2016 19:23,Business,Richmond Downtown,Richmond hindu temple,5.1,Meal/Entertain
438,6/13/2016 20:00,6/13/2016 20:05,Business,Newjersey Airport,Newjersey Downtown,5.2,Customer Visit
439,6/14/2016 12:03,6/14/2016 12:21,Business,Boston Downtown,Boston tea Party,9.8,Other
440,6/14/2016 16:09,6/14/2016 16:39,Business,Chicago Downtown,Chicago Downtown,11.6,Meeting
441,6/14/2016 17:15,6/14/2016 17:24,Business,Boston Downtown,Boston tea Party,5.1,Meeting
442,6/14/2016 17:27,6/14/2016 17:57,Business,Richmond hindu temple,Richmond Downtown,9.3,Errand/Supplies
443,6/15/2016 1:46,6/15/2016 2:06,Business,West Palm Beach,West Palm Beach,12.4,Between Offices
444,6/15/2016 15:26,6/15/2016 15:34,Business,Miami beach,Miami beach,1.9,Between Offices
445,6/15/2016 16:37,6/15/2016 17:02,Business,NewYork Downtown,NewYork Downtown,6.4,Customer Visit
446,6/15/2016 17:29,6/15/2016 17:49,Personal,NewYork Downtown,NewYork Downtown,5.5,Other
447,6/15/2016 19:52,6/15/2016 19:58,Business,Chicago downtown,Chicago downtown,1.5,Meal/Entertain
448,6/16/2016 13:36,6/16/2016 14:30,Business,Newjersey Airport,Newjersey Downtown,14.5,Other
449,6/16/2016 14:42,6/16/2016 14:46,Business,Newjersey Airport,Newjersey Downtown,2.7,Other
450,6/16/2016 15:17,6/16/2016 15:41,Business,West Palm Beach,West Palm Beach,15,Other
451,6/16/2016 19:39,6/16/2016 19:56,Business,Newjersey Airport,Newjersey Downtown,12.9,Other
452,6/16/2016 21:43,6/16/2016 21:56,Business,West Palm Beach,West Palm Beach,13.6,Other
453,6/17/2016 16:11,6/17/2016 16:44,Business,Newjersey Airport,Newjersey Downtown,12.2,Other
454,6/18/2016 0:29,6/18/2016 0:51,Business,Chicago Suburb,Chicago Downtown,8.7,Other
455,6/19/2016 2:39,6/19/2016 2:50,Business,Chicago Downtown,Raleigh,6,Other
456,6/19/2016 5:51,6/19/2016 6:00,Business,Chicago Downtown,Chicago Downtown,5.9,Other
457,6/21/2016 15:39,6/21/2016 16:08,Business,Chicago Downtown,Raleigh,19.3,Other
458,6/21/2016 17:11,6/21/2016 18:02,Business,Chicago Downtown,Chicago Downtown,16.6,Meal/Entertain
459,6/24/2016 10:41,6/24/2016 10:57,Business,LA Downtown,Waverly Place,7.1,Meal/Entertain
460,6/24/2016 11:54,6/24/2016 12:01,Business,Chicago downtown,Chicago downtown,2.1,Meal/Entertain
461,6/24/2016 12:19,6/24/2016 12:37,Business,Chicago Downtown,Raleigh,8.6,Errand/Supplies
462,6/24/2016 12:50,6/24/2016 13:12,Business,Chicago Downtown,Chicago Suburb,9,Errand/Supplies
463,6/24/2016 13:18,6/24/2016 13:27,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies
464,6/24/2016 14:01,6/24/2016 14:20,Business,Chicago Downtown,Chicago Suburb,8.4,Temporary Site
465,6/24/2016 20:44,6/24/2016 21:02,Business,West Palm Beach,West Palm Beach,12.8,Other
466,6/25/2016 9:03,6/25/2016 9:12,Business,Miami beach,Miami beach,4.5,Other
467,6/25/2016 9:15,6/25/2016 10:08,Business,Newjersey Airport,Newjersey Downtown,11.8,Between Offices
468,6/25/2016 10:18,6/25/2016 10:25,Business,Milwaukee Downtown,Milwaukee Downtown,1.1,Errand/Supplies
469,6/25/2016 10:50,6/25/2016 11:18,Business,Boston Downtown,Boston Downtown,17,Meal/Entertain
470,6/25/2016 11:25,6/25/2016 11:34,Business,Dallas Downtown,LA Downtown,1.7,Meeting
471,6/25/2016 11:53,6/25/2016 13:21,Business,Newjersey Airport,Newjersey Downtown,15.5,Meeting
472,6/25/2016 19:47,6/25/2016 19:58,Business,Chicago downtown,Chicago downtown,1.6,Other
473,6/25/2016 23:19,6/25/2016 23:26,Business,NewYork Downtown,NewYork Downtown,1.5,Other
474,6/26/2016 17:43,6/26/2016 18:18,Business,Newjersey Airport,Newjersey Downtown,12.6,Meeting
475,6/26/2016 18:45,6/26/2016 19:12,Business,Dallas Downtown,LA Downtown,4.8,Other
476,6/26/2016 19:41,6/26/2016 19:50,Business,West Palm Beach,West Palm Beach,2.2,Other
477,6/26/2016 21:14,6/26/2016 21:42,Business,West Palm Beach,West Palm Beach,13,Other
478,6/27/2016 7:37,6/27/2016 8:48,Business,Newjersey Airport,Newjersey Downtown,46.9,Other
479,6/27/2016 8:51,6/27/2016 9:00,Business,Dallas airport,Dallas Downtown,2.5,Other
480,6/27/2016 9:05,6/27/2016 9:33,Business,Dallas airport,Dallas Downtown,8.6,Other
481,6/27/2016 9:43,6/27/2016 10:08,Business,Dallas airport,Dallas Downtown,5.2,Other
482,6/27/2016 10:22,6/27/2016 10:39,Business,Dallas airport,Dallas Downtown,7.6,Other
483,6/27/2016 10:51,6/27/2016 10:58,Business,Dallas airport,Dallas Downtown,1.8,Other
484,6/27/2016 11:06,6/27/2016 11:24,Business,Dallas airport,Dallas Downtown,4.7,Other
485,6/27/2016 11:30,6/27/2016 11:42,Business,NewYork Downtown,NewYork Downtown,2.8,Other
486,6/27/2016 12:22,6/27/2016 13:02,Business,NewYork Downtown,NewYork Downtown,30,Other
487,6/27/2016 13:56,6/27/2016 14:05,Business,Newjersey Airport,Newjersey Downtown,4.4,Other
488,6/27/2016 21:09,6/27/2016 21:19,Business,Newjersey Downtown,Newjersey Downtown,1,Other
489,6/28/2016 0:48,6/28/2016 1:05,Business,Chicago Suburb,Chicago Downtown,8.2,Customer Visit
490,6/28/2016 20:13,6/28/2016 20:33,Business,Chicago Downtown,Durham,10.4,Meeting
491,6/28/2016 23:34,6/28/2016 23:59,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
492,6/28/2016 23:34,6/28/2016 23:59,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
493,6/29/2016 8:56,6/29/2016 9:24,Business,Chicago Downtown,Chicago Suburb,7.3,Other
494,6/29/2016 10:22,6/29/2016 10:38,Business,Chicago Suburb,Chicago Downtown,7.4,Other
495,6/29/2016 11:49,6/29/2016 11:51,Business,LA Downtown,Westpark Place,1.6,Other
496,6/29/2016 12:11,6/29/2016 12:16,Business,LA Downtown,LA Downtown,1.8,Other
497,6/29/2016 20:11,6/29/2016 20:29,Business,Chicago Downtown,Durham,10.4,Meeting
498,6/29/2016 23:38,6/30/2016 0:00,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
499,6/30/2016 20:09,6/30/2016 20:26,Business,Chicago Downtown,Durham,9.9,Meeting
500,7/1/2016 0:00,7/1/2016 0:25,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
501,7/1/2016 9:34,7/1/2016 9:57,Business,Chicago Downtown,Raleigh,13.3,Meeting
502,7/1/2016 12:36,7/1/2016 13:00,Business,Chicago Downtown,Chicago Downtown,11.3,Meeting
503,7/1/2016 20:06,7/1/2016 20:24,Business,Chicago Downtown,Durham,10.5,Meeting
504,7/1/2016 23:48,7/2/2016 0:09,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
505,7/2/2016 20:18,7/2/2016 20:36,Business,Chicago Downtown,Durham,10.1,Meeting
506,7/2/2016 23:48,7/3/2016 0:12,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting
507,7/3/2016 0:28,7/3/2016 0:38,Business,Chicago Downtown,Chicago Suburb,3.1,Errand/Supplies
508,7/3/2016 3:02,7/3/2016 3:08,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies
509,7/3/2016 20:00,7/3/2016 20:18,Business,Chicago Downtown,Durham,9.9,Meeting
510,7/4/2016 0:32,7/4/2016 0:47,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting
511,7/4/2016 17:31,7/4/2016 17:49,Business,LA Downtown,Summerwinds,8.8,Meeting
512,7/4/2016 18:23,7/4/2016 18:49,Business,LA Downtown,LA Downtown,8.7,Temporary Site
513,7/4/2016 20:00,7/4/2016 20:17,Business,Chicago Downtown,Durham,11.8,Meeting
514,7/5/2016 0:00,7/5/2016 0:05,Business,Dallas Downtown,LA Downtown,1.2,Errand/Supplies
515,7/5/2016 0:08,7/5/2016 0:28,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting
516,7/5/2016 16:48,7/5/2016 16:52,Business,LA Downtown,LA Downtown,0.6,Errand/Supplies
517,7/5/2016 20:06,7/5/2016 20:26,Business,Chicago Downtown,Durham,9.9,Other
518,7/5/2016 22:41,7/5/2016 23:02,Business,Ohio Downtown,Ohio Downtown,8.6,Other
